filename,category,environment
086183_dresser-drawer-closing-87326 (1).mp3,086183,Indoor
fan-191436.mp3,fan-191436.mp3,Indoor
child-crying-54517.mp3,child-crying-54517.mp3,Indoor
508055__ibiles1__boiling-water.wav,508055,Indoor
sound-of-a-fantastic-warm-fireplace-141728.mp3,sound-of-a-fantastic-warm-fireplace-141728.mp3,Indoor
opening-closing-microwave-door-80333.mp3,opening-closing-microwave-door-80333.mp3,Indoor
old-garage-door-32988.mp3,old-garage-door-32988.mp3,Indoor
click-button-166324.mp3,click-button-166324.mp3,Indoor
Oven Door Old 2 - QuickSounds.com.mp3,Oven Door Old 2 - QuickSounds.com.mp3,Indoor
refrigerator-hum-58719.mp3,refrigerator-hum-58719.mp3,Indoor
690493__chungus43a__81-717.mp3,690493,Indoor
washing-dishes-48631.mp3,washing-dishes-48631.mp3,Indoor
washing-machine-working-22260.mp3,washing-machine-working-22260.mp3,Indoor
filling-watering-can-with-spray-hose-245216.mp3,filling-watering-can-with-spray-hose-245216.mp3,"Bathroom, Kitchen"
glass-breaking-151256.mp3,glass-breaking-151256.mp3,Indoor
259606__stevious42__baby-cry.wav,259606,Indoor
shower-curtain-close-and-open-325671.mp3,shower-curtain-close-and-open-325671.mp3,Indoor
open-fridge-fridge-interior-close-fridge-99747.mp3,open-fridge-fridge-interior-close-fridge-99747.mp3,Indoor
newspaper rustle-33861.mp3,newspaper rustle-33861.mp3,Indoor
031389_3d-printer-close-71289.mp3,031389,Indoor
thunderstorm-207589.mp3,thunderstorm-207589.mp3,Indoor
110210__chimerical__child-crying-in-airport-lobby.wav,110210,Indoor
mid-nights-sound-291477.mp3,mid-nights-sound-291477.mp3,Indoor
quick-mechanical-keyboard-using-enter-14390.mp3,quick-mechanical-keyboard-using-enter-14390.mp3,Indoor
close-the-drawer-3-95680.mp3,close-the-drawer-3-95680.mp3,Indoor
coughing-82093.mp3,coughing-82093.mp3,Indoor
footsteps-stairs-fast-90220.mp3,footsteps-stairs-fast-90220.mp3,Indoor
washing-face-308747.mp3,washing-face-308747.mp3,Indoor
world-news-logo-154116.mp3,world-news-logo-154116.mp3,Indoor
cow-sound-234947.mp3,cow-sound-234947.mp3,Indoor
small-clock-twelve-ox27clock-306407.mp3,small-clock-twelve-ox27clock-306407.mp3,Indoor
539224__macohibs__sneezes (1).wav,539224,Indoor
old-train-steam-whistle-256872.mp3,old-train-steam-whistle-256872.mp3,Indoor
printer-30736.mp3,printer-30736.mp3,Indoor
hairdryer_high-93483.mp3,hairdryer,Indoor
607436__bennathanras__small-dog-barking.wav,607436,Indoor
vacuum-cleaner-sound-effects-59259.mp3,vacuum-cleaner-sound-effects-59259.mp3,Indoor
765058__jordanhuman241156__hard-sound-dog-barking.wav,765058,Indoor
turning-book-pages-and-paper-flipping-sfx-177393.mp3,turning-book-pages-and-paper-flipping-sfx-177393.mp3,Indoor
blind-29251.mp3,blind-29251.mp3,Indoor
refrigerator-24234.mp3,refrigerator-24234.mp3,Indoor
mobile-vibrate-sfx-323777.mp3,mobile-vibrate-sfx-323777.mp3,Indoor
tower-clock-chimewestminster-187254.mp3,tower-clock-chimewestminster-187254.mp3,Indoor
mixkit-kitchen-oven-ding-1838.wav,mixkit-kitchen-oven-ding-1838.wav,Indoor
keyboard-typing-4-292591.mp3,keyboard-typing-4-292591.mp3,Indoor
knocking-on-a-window-104412.mp3,knocking-on-a-window-104412.mp3,Indoor
light-switch-81967.mp3,light-switch-81967.mp3,Indoor
microwave-oven-door-opening-closing-2011-94335.mp3,microwave-oven-door-opening-closing-2011-94335.mp3,Indoor
finger-click-103175.mp3,finger-click-103175.mp3,Indoor
stirred-mocha-25887.mp3,stirred-mocha-25887.mp3,Indoor
water-heater-24717.mp3,water-heater-24717.mp3,"Bathroom, Kitchen"
346562__lebaston100__rain-without-thunder.wav,346562,Indoor
dishwasher-noises-57459.mp3,dishwasher-noises-57459.mp3,Indoor
garage door80352.mp3,garage door80352.mp3,Indoor
moving-plastic-chair-308454.mp3,moving-plastic-chair-308454.mp3,Indoor
clock-alarm-8761.mp3,clock-alarm-8761.mp3,Indoor
toilet-flush-sound-effect-221387.mp3,toilet-flush-sound-effect-221387.mp3,Indoor
printer-paper-taking-sound-327877.mp3,printer-paper-taking-sound-327877.mp3,Indoor
636956__sergequadrado__child-crying.wav,636956,Indoor
086072_opening-a-fizzy-drinks-can-soundeffectmp3-81160.mp3,086072,Indoor
fan oscillating -loop-75075.mp3,fan oscillating -loop-75075.mp3,Indoor
foley-bedroom-closet-sliding-door-opening-and-closing-240292.mp3,foley-bedroom-closet-sliding-door-opening-and-closing-240292.mp3,Indoor
door-open-close-45475.mp3,door-open-close-45475.mp3,Indoor
newborn-baby-crying-29279.mp3,newborn-baby-crying-29279.mp3,"Indoor, Public, Car"
beep-65486.mp3,beep-65486.mp3,Indoor
433538__cupido-1__boiling-water.wav,433538,Indoor
close-door-on-the-microwave-281294.mp3,close-door-on-the-microwave-281294.mp3,Indoor
slamming-door-46785.mp3,slamming-door-46785.mp3,Indoor
washing-machine-on-wash-cycle1-230928.mp3,washing-machine-on-wash-cycle1-230928.mp3,Indoor
367157__jittels__old-wooden-shed-door.wav,367157,Indoor
writing-on-paper-29376.mp3,writing-on-paper-29376.mp3,Indoor
spray-can-twist-open-and-spray-44973.mp3,spray-can-twist-open-and-spray-44973.mp3,Indoor
garbage_disposal56.mp3,garbage,Indoor
013153_xylophone-clock-57998.mp3,013153,Indoor
soda-can-open-101018.mp3,soda-can-open-101018.mp3,Indoor
334671__yoyodaman234__boiling-liquid-1.wav,334671,Indoor
pen-writing-82102.mp3,pen-writing-82102.mp3,Indoor
524835__samuelgremaud__sneeze-2.wav,524835,Indoor
click-electric-razor-55371.mp3,click-electric-razor-55371.mp3,Indoor
blender-3-fx-308606.mp3,blender-3-fx-308606.mp3,Indoor
bass-background-emotion-sounds-299415.mp3,bass-background-emotion-sounds-299415.mp3,Indoor
772074__itinerantmonk108__rain-drain.wav,772074,Indoor
knife-and-chopping-board-306657.mp3,knife-and-chopping-board-306657.mp3,Indoor
mixkit-refrigerator-hum-1837.wav,mixkit-refrigerator-hum-1837.wav,Indoor
crowd-clapping-4-236780.mp3,crowd-clapping-4-236780.mp3,Indoor
window-breaking-105533.mp3,window-breaking-105533.mp3,Indoor
open-and-close-the-microwave-sound-227894.mp3,open-and-close-the-microwave-sound-227894.mp3,Indoor
569309__kobrakon47__saiga-12k-gunshot12ga.mp3,569309,Indoor
509825__tosha73__coffee-vending-machine.wav,509825,Indoor
phone-keyboard-clicks-25272.mp3,phone-keyboard-clicks-25272.mp3,Indoor
144692__tekgnosis__sneeze.wav,144692,Indoor
microwave-door-close-90798.mp3,microwave-door-close-90798.mp3,Indoor
male-laughter-92404.mp3,male-laughter-92404.mp3,Indoor
cup_spoon_hotwater-74744.mp3,cup,Indoor
cooking-frying-1-71871.mp3,cooking-frying-1-71871.mp3,Indoor
Microwave door closing-85006.mp3,Microwave door closing-85006.mp3,Indoor
crackling-campfire-68477.mp3,crackling-campfire-68477.mp3,Indoor
oven-door-open-10-feet_-bricker-98787.mp3,oven-door-open-10-feet,Indoor
kettle-short-86546.mp3,kettle-short-86546.mp3,Indoor
clock-tick-35074.mp3,clock-tick-35074.mp3,Indoor
police-siren-sound-effect-240674.mp3,police-siren-sound-effect-240674.mp3,Indoor
book-falling-81232.mp3,book-falling-81232.mp3,Indoor
microwave-100162.mp3,microwave-100162.mp3,Indoor
vacuum-75492.mp3,vacuum-75492.mp3,Indoor
foley-toilet-flush-without-tank-refill-238004.mp3,foley-toilet-flush-without-tank-refill-238004.mp3,Indoor
116219__pixfix__boiling-a-kettle-of-water_110218_02_sf.wav,116219,Indoor
page flipping-63104.mp3,page flipping-63104.mp3,Indoor
electric-toothbrush-binaural-23903.mp3,electric-toothbrush-binaural-23903.mp3,Indoor
milkbottles-62541.mp3,milkbottles-62541.mp3,Indoor
Oven door opening-44965.mp3,Oven door opening-44965.mp3,Indoor
493531__freyamaluk__little-girl-crying.wav,493531,Indoor
sliding_glass_door-94406.mp3,sliding,Indoor
cellphone-vibrating-on-desk-44808.mp3,cellphone-vibrating-on-desk-44808.mp3,Indoor
taratata-6264.mp3,taratata-6264.mp3,Indoor
hairdryer-102012.mp3,hairdryer-102012.mp3,Indoor
coughing-grandpa-1-189848.mp3,coughing-grandpa-1-189848.mp3,Indoor
250632__kwahmah_02__digital_ringer_2.mp3,250632,Indoor
71028__lg__boiling-water-090413.wav,71028,Indoor
laser-printer-31914.mp3,laser-printer-31914.mp3,Indoor
sweeping-39862.mp3,sweeping-39862.mp3,Indoor
clock-tick-tik-tak-76043.mp3,clock-tick-tik-tak-76043.mp3,Indoor
524912__andrest2003__gunshot-pitch-a.wav,524912,Indoor
366862__tianve8__phone-ring.wav,366862,Indoor
squeaking-door-184819.mp3,squeaking-door-184819.mp3,Indoor
close-drawer-104761.mp3,close-drawer-104761.mp3,Indoor
germany-eas-alarm-1945-242750.mp3,germany-eas-alarm-1945-242750.mp3,Indoor
marinara-childspoken-204917.mp3,marinara-childspoken-204917.mp3,Indoor
244470__soundman516__small-dog-barking_at-a-distance.wav,244470,Indoor
gas-wall-heater-83195.mp3,gas-wall-heater-83195.mp3,Indoor
heavy-footsteps-walking-35722.mp3,heavy-footsteps-walking-35722.mp3,Indoor
garbage-truck- garbage_disposal35171.mp3,garbage-truck- garbage,Indoor
hair-dryer-air-blow-30633.mp3,hair-dryer-air-blow-30633.mp3,Indoor
653133__vemeswar__female-baby-cry.wav,653133,Indoor
sound-of-a-hairdryer-68897.mp3,sound-of-a-hairdryer-68897.mp3,Indoor
Oven Door Old  Open- QuickSounds.com.mp3,Oven Door Old  Open- QuickSounds.com.mp3,Indoor
faucet-drips-ambience-202540.mp3,faucet-drips-ambience-202540.mp3,Indoor
sizzling-cooking-on-stove-37041.mp3,sizzling-cooking-on-stove-37041.mp3,Indoor
garage-door-open-71404.mp3,garage-door-open-71404.mp3,Indoor
644821__felixblume__mechanism-of-an-empty-coffee-machine-inside-an-empty-room-in-ellwood-museum-in-dekalb.wav,644821,Indoor
microwave-oven-door-switch-131815.mp3,microwave-oven-door-switch-131815.mp3,Indoor
oscillating-fan-indoorwav-14778.mp3,oscillating-fan-indoorwav-14778.mp3,Indoor
Oven door opening-incheswav-44918.mp3,Oven door opening-incheswav-44918.mp3,Indoor
717441__trp__131116-dog-bark-adults-talking-aussie-distorts.mp3,717441,Indoor
ambience-wind-blowing-through-trees-01-186986.mp3,ambience-wind-blowing-through-trees-01-186986.mp3,Indoor
open-and-closed-door-156814.mp3,open-and-closed-door-156814.mp3,Indoor
page-flip2-178323.mp3,page-flip2-178323.mp3,Indoor
583073__profispiesser__fx-sasc-water-heater-full-cycle-boiling-water-switch.wav,583073,Indoor
oven-fan-starting-73202.mp3,oven-fan-starting-73202.mp3,Indoor
lofi-alarm-clock-243766.mp3,lofi-alarm-clock-243766.mp3,Indoor
oscillating fan234.mp3,oscillating fan234.mp3,Indoor
foodcooking-48072.mp3,foodcooking-48072.mp3,Indoor
371450__redafs__klakson-telolet-indonesian-big-bus-custom-horn.mp3,371450,Indoor
bathroom-fan-271527.mp3,bathroom-fan-271527.mp3,"Bathroom, Kitchen"
thunderstorm-sounds-152641.mp3,thunderstorm-sounds-152641.mp3,Indoor
050609_hair-dryer-blowdryerwav-93065.mp3,050609,Indoor
590168__greg_surr__creaking-in-room-7.wav,590168,Indoor
heater-58674.mp3,heater-58674.mp3,Indoor
garbage_disposal106624.mp3,garbage,Indoor
opening-door-33897.mp3,opening-door-33897.mp3,Indoor
oven-door-2-104883.mp3,oven-door-2-104883.mp3,Indoor
child-ha-ha-103936.mp3,child-ha-ha-103936.mp3,Indoor
rustling-a-newspaper-66647.mp3,rustling-a-newspaper-66647.mp3,Indoor
fridgeloop-43758.mp3,fridgeloop-43758.mp3,Indoor
122790__geodylabs__boiling_water_pot_1_cover.mp3,122790,Indoor
heater-74660.mp3,heater-74660.mp3,Indoor
sound-of-thunderstorm-and-rain-hd-261867.mp3,sound-of-thunderstorm-and-rain-hd-261867.mp3,Indoor
write-on-the-keyboard-328832.mp3,write-on-the-keyboard-328832.mp3,Indoor
hand-clap-with-together-sound-effect-263699.mp3,hand-clap-with-together-sound-effect-263699.mp3,Indoor
locking-door-6854.mp3,locking-door-6854.mp3,Indoor
Oven Door Old 3 - QuickSounds.com.mp3,Oven Door Old 3 - QuickSounds.com.mp3,Indoor
footsteps-patting-36561.mp3,footsteps-patting-36561.mp3,Indoor
dream-memory-alarm-clock-109567.mp3,dream-memory-alarm-clock-109567.mp3,Indoor
soda-opening-81497.mp3,soda-opening-81497.mp3,Indoor
burung-hantu-salju-220040.mp3,burung-hantu-salju-220040.mp3,Indoor
writing-with-pen-55361.mp3,writing-with-pen-55361.mp3,Indoor
washing-machine-22635.mp3,washing-machine-22635.mp3,Indoor
toothbrush-83162.mp3,toothbrush-83162.mp3,Indoor
close-kitchen-drawer-82263.mp3,close-kitchen-drawer-82263.mp3,Indoor
kids-clapping-plougraswav-14528.mp3,kids-clapping-plougraswav-14528.mp3,Indoor
bathtub-water-run-and-fill-up-54323.mp3,bathtub-water-run-and-fill-up-54323.mp3,"Bathroom, Kitchen"
frying-bacon-76797.mp3,frying-bacon-76797.mp3,Indoor
sound-of-roomba-robot-vacuum-cleaner-cleaning-and-entering-the-battery-station-26753.mp3,sound-of-roomba-robot-vacuum-cleaner-cleaning-and-entering-the-battery-station-26753.mp3,Indoor
static-91072.mp3,static-91072.mp3,Indoor
mixkit-kitchen-toaster-loading-1820.wav,mixkit-kitchen-toaster-loading-1820.wav,Indoor
fan-sound-247413.mp3,fan-sound-247413.mp3,Indoor
slide-whistle-2-68084.mp3,slide-whistle-2-68084.mp3,Indoor
big-garage-door-opening-43959.mp3,big-garage-door-opening-43959.mp3,Indoor
curtain-closing-323254.mp3,curtain-closing-323254.mp3,Indoor
mouse-click-2-290781.mp3,mouse-click-2-290781.mp3,Indoor
wind-128967.mp3,wind-128967.mp3,Indoor
180977__superstudiobr__barking-dog.wav,180977,Indoor
jerapah-220059.mp3,jerapah-220059.mp3,Indoor
cooking-55001.mp3,cooking-55001.mp3,Indoor
kettle_whistle-32783.mp3,kettle,Indoor
ironer-steam-6990.mp3,ironer-steam-6990.mp3,Indoor
532735__bricklover__boiling-water-short.mp3,532735,Indoor
hairdryer-69621.mp3,hairdryer-69621.mp3,Indoor
cooking-breakfast-49550.mp3,cooking-breakfast-49550.mp3,Indoor
hairdryer2-35246.mp3,hairdryer2-35246.mp3,Indoor
keyboard-typing-69300.mp3,keyboard-typing-69300.mp3,Indoor
353614__timothy_neville__creaky-doors.mp3,353614,Indoor
whistling-kettle-302354.mp3,whistling-kettle-302354.mp3,Indoor
one-page-book-flip-101928.mp3,one-page-book-flip-101928.mp3,Indoor
bathtub-water-turn-on-run-and-drain-31135.mp3,bathtub-water-turn-on-run-and-drain-31135.mp3,"Bathroom, Kitchen"
old-noisy-ceiling-fan-roomtone-22771.mp3,old-noisy-ceiling-fan-roomtone-22771.mp3,Indoor
369528__johandeecke__short-gunshot.wav,369528,Indoor
wooden-sliding-door-72283.mp3,wooden-sliding-door-72283.mp3,Indoor
640449__iainmccurdy__motorbike.wav,640449,Indoor
640218__rodrigocswm__sneeze.wav,640218,Indoor
571336__maciejadach__motorcycle-sound.wav,571336,Indoor
pages-flapping-95237.mp3,pages-flapping-95237.mp3,Indoor
walking-up-the-stairs-268464.mp3,walking-up-the-stairs-268464.mp3,Indoor
667199__mbpl__crying-baby-1.wav,667199,Indoor
651673__amiablewookie__rain-sounds4_unedited.wav,651673,Indoor
chair-dragging-along-gritty-tiles-46723.mp3,chair-dragging-along-gritty-tiles-46723.mp3,Indoor
pretentious-female-cough-theatrical-amp-dramatic-sound-effect-307276.mp3,pretentious-female-cough-theatrical-amp-dramatic-sound-effect-307276.mp3,Indoor
dishwasher-running-160643.mp3,dishwasher-running-160643.mp3,Indoor
footsteps-slipper-walk-leaves-night-01-33898.mp3,footsteps-slipper-walk-leaves-night-01-33898.mp3,Indoor
big-fridge-hum-sound-53069.mp3,big-fridge-hum-sound-53069.mp3,Indoor
337153__evsecrets__door-opening-and-closing-with-creaking-tascam-dr1-stereo.wav,337153,Indoor
footsteps-on-wood-stairs-73711.mp3,footsteps-on-wood-stairs-73711.mp3,Indoor
tonal-fountain-sound-effect-241390 (1).mp3,tonal-fountain-sound-effect-241390 (1).mp3,Indoor
keyboard-93599.mp3,keyboard-93599.mp3,Indoor
Iron steam-101163.mp3,Iron steam-101163.mp3,Indoor
distant-ambulance-siren-6108.mp3,distant-ambulance-siren-6108.mp3,Indoor
467173__williamjmeyer__field_la-rain_park_under-stone-bridge_04.wav,467173,Indoor
wind-artificial-18750.mp3,wind-artificial-18750.mp3,Indoor
Microwave door closing98484.mp3,Microwave door closing98484.mp3,Indoor
vhs-caset-220318.mp3,vhs-caset-220318.mp3,Indoor
walking-on-concrete-ver-2-268513.mp3,walking-on-concrete-ver-2-268513.mp3,Indoor
187444__vlatkoblazek__old-wooden-door-creaking.wav,187444,Indoor
washing-hands-in-kitchen-sink-30759.mp3,washing-hands-in-kitchen-sink-30759.mp3,Indoor
washing-machine-71102.mp3,washing-machine-71102.mp3,Indoor
oscillating-fan-66784.mp3,oscillating-fan-66784.mp3,Indoor
vacuum-cleaner-33996.mp3,vacuum-cleaner-33996.mp3,Indoor
crackling-fire-229156.mp3,crackling-fire-229156.mp3,Indoor
calling-whistle-41861.mp3,calling-whistle-41861.mp3,Indoor
386845__morganpurkis__single-gunshot-52.wav,386845,Indoor
eas-alarm-iphone-alarm-262882.mp3,eas-alarm-iphone-alarm-262882.mp3,Indoor
flies-buzzing-47157.mp3,flies-buzzing-47157.mp3,Indoor
180961__kleeb__gunshots.wav,180961,Indoor
468024__duasun__raining-on-roof.wav,468024,Indoor
child-ghost-calling-196718.mp3,child-ghost-calling-196718.mp3,Indoor
menu-click-89198 (1).mp3,menu-click-89198 (1).mp3,Indoor
newspaper rustle196730.mp3,newspaper rustle196730.mp3,Indoor
wheezy-coughing-83635.mp3,wheezy-coughing-83635.mp3,Indoor
footsteps-on-stairs_01-98640.mp3,footsteps-on-stairs,Indoor
footsteps-one-person-clean-49681.mp3,footsteps-one-person-clean-49681.mp3,Indoor
typing-keyboard-sound-254462.mp3,typing-keyboard-sound-254462.mp3,Indoor
metal-knocking-100836.mp3,metal-knocking-100836.mp3,Indoor
Oven door opening-feet_-bricker-98786.mp3,Oven door opening-feet,Indoor
Iron steam sound-15-36924.mp3,Iron steam sound-15-36924.mp3,Indoor
591878__funwithsound__train-horn-compilation-1.mp3,591878,Indoor
washing-machine-beep-103423.mp3,washing-machine-beep-103423.mp3,Indoor
518172__cmart94__motorcycle-engine_40km.wav,518172,Indoor
dryer-machine-20324.mp3,dryer-machine-20324.mp3,Indoor
Iron steams-35710.mp3,Iron steams-35710.mp3,Indoor
drawer-sound-94782.mp3,drawer-sound-94782.mp3,Indoor
light-switch-37511.mp3,light-switch-37511.mp3,Indoor
780522__yuliana_yurukova__dog-barking.wav,780522,Indoor
698686__geoff-bremner-audio__270-calibre-gunshot-with-tail.wav,698686,Indoor
closet-door-shut-79960.mp3,closet-door-shut-79960.mp3,Indoor
086183_dresser-drawer-closing-87326.mp3,086183,Indoor
clock-bell-chimes-78190.mp3,clock-bell-chimes-78190.mp3,Indoor
